access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter,n,ppn,tx,filename,bw_GiB_s
write,266603.8994,133607.0585,0.0229,131072.0,2048.0,0.0068,1.4715,0.0227,1.4749,96,3,2,48,2M,ior_rw_n-2_ppn-48_tx-2M_1782551992.csv,260.3553705078125
read,145086.4353,72635.6009,0.0421,131072.0,2048.0,0.007,2.7068,0.0333,2.7102,96,3,2,48,2M,ior_rw_n-2_ppn-48_tx-2M_1782551992.csv,141.68597197265626
write,270053.8893,135368.9813,0.0223,131072.0,2048.0,0.0072,1.4524,0.0241,1.4561,96,4,2,48,2M,ior_rw_n-2_ppn-48_tx-2M_1782551992.csv,263.72450126953123
read,145025.1081,72603.3314,0.0419,131072.0,2048.0,0.0068,2.708,0.0371,2.7114,96,4,2,48,2M,ior_rw_n-2_ppn-48_tx-2M_1782551992.csv,141.62608212890626
write,270658.0325,135645.3378,0.0224,131072.0,2048.0,0.0069,1.4494,0.0214,1.4528,96,5,2,48,2M,ior_rw_n-2_ppn-48_tx-2M_1782551992.csv,264.3144848632812
read,144328.7384,72257.9358,0.0422,131072.0,2048.0,0.007,2.7209,0.034,2.7244,96,5,2,48,2M,ior_rw_n-2_ppn-48_tx-2M_1782551992.csv,140.94603359375
write,270759.786,135700.6508,0.0224,131072.0,2048.0,0.0069,1.4488,0.0243,1.4523,96,6,2,48,2M,ior_rw_n-2_ppn-48_tx-2M_1782551992.csv,264.413853515625
read,145234.8581,72713.0405,0.0419,131072.0,2048.0,0.0072,2.7039,0.0349,2.7074,96,6,2,48,2M,ior_rw_n-2_ppn-48_tx-2M_1782551992.csv,141.83091611328126
write,270601.5456,135663.3017,0.0223,131072.0,2048.0,0.0076,1.4492,0.0255,1.4531,96,7,2,48,2M,ior_rw_n-2_ppn-48_tx-2M_1782551992.csv,264.259321875
read,144211.2836,72206.8004,0.0419,131072.0,2048.0,0.0076,2.7228,0.044,2.7267,96,7,2,48,2M,ior_rw_n-2_ppn-48_tx-2M_1782551992.csv,140.831331640625
write,271253.5972,135978.9251,0.0224,131072.0,2048.0,0.0073,1.4459,0.0208,1.4496,96,8,2,48,2M,ior_rw_n-2_ppn-48_tx-2M_1782551992.csv,264.896091015625
read,144989.6648,72590.5684,0.042,131072.0,2048.0,0.0072,2.7085,0.0299,2.712,96,8,2,48,2M,ior_rw_n-2_ppn-48_tx-2M_1782551992.csv,141.59146953125
write,270802.2874,135729.3295,0.0222,131072.0,2048.0,0.0069,1.4485,0.0268,1.452,96,9,2,48,2M,ior_rw_n-2_ppn-48_tx-2M_1782551992.csv,264.4553587890625
read,144051.1032,72122.3095,0.0424,131072.0,2048.0,0.0072,2.726,0.0284,2.7297,96,9,2,48,2M,ior_rw_n-2_ppn-48_tx-2M_1782551992.csv,140.67490546875
write,186060.2067,11747.4974,0.0423,131072.0,16384.0,0.0067,0.3487,0.0101,0.3522,16,0,2,8,16M,ior_rw_n-2_ppn-8_tx-16M_1782551836.csv,181.69942060546876
read,142746.7042,8985.1556,0.0562,131072.0,16384.0,0.0064,0.4559,0.0066,0.4591,16,0,2,8,16M,ior_rw_n-2_ppn-8_tx-16M_1782551836.csv,139.4010783203125
write,187029.3065,11806.3829,0.0425,131072.0,16384.0,0.0067,0.3469,0.007,0.3504,16,1,2,8,16M,ior_rw_n-2_ppn-8_tx-16M_1782551836.csv,182.64580712890626
read,142705.9445,8983.7367,0.0564,131072.0,16384.0,0.0066,0.4559,0.005,0.4592,16,1,2,8,16M,ior_rw_n-2_ppn-8_tx-16M_1782551836.csv,139.36127392578126
write,187620.8777,11840.3792,0.0425,131072.0,16384.0,0.0066,0.3459,0.0062,0.3493,16,2,2,8,16M,ior_rw_n-2_ppn-8_tx-16M_1782551836.csv,183.22351337890626
read,140054.8275,8815.9174,0.0573,131072.0,16384.0,0.0066,0.4646,0.0066,0.4679,16,2,2,8,16M,ior_rw_n-2_ppn-8_tx-16M_1782551836.csv,136.77229248046876
write,186774.5051,11782.9083,0.0424,131072.0,16384.0,0.0064,0.3476,0.0081,0.3509,16,3,2,8,16M,ior_rw_n-2_ppn-8_tx-16M_1782551836.csv,182.39697763671876
read,142335.5822,8958.1177,0.0563,131072.0,16384.0,0.0064,0.4572,0.007,0.4604,16,3,2,8,16M,ior_rw_n-2_ppn-8_tx-16M_1782551836.csv,138.9995919921875
write,187570.9466,11831.654,0.0419,131072.0,16384.0,0.0063,0.3462,0.0107,0.3494,16,4,2,8,16M,ior_rw_n-2_ppn-8_tx-16M_1782551836.csv,183.1747525390625
read,142645.0706,8976.8878,0.0562,131072.0,16384.0,0.0062,0.4563,0.0065,0.4594,16,4,2,8,16M,ior_rw_n-2_ppn-8_tx-16M_1782551836.csv,139.3018267578125
write,186935.947,11787.6944,0.0424,131072.0,16384.0,0.0061,0.3475,0.0081,0.3506,16,5,2,8,16M,ior_rw_n-2_ppn-8_tx-16M_1782551836.csv,182.5546357421875
read,142665.5783,8975.9404,0.0562,131072.0,16384.0,0.006,0.4563,0.0065,0.4594,16,5,2,8,16M,ior_rw_n-2_ppn-8_tx-16M_1782551836.csv,139.32185380859374
write,186364.9786,11754.2087,0.0423,131072.0,16384.0,0.0062,0.3485,0.0107,0.3517,16,6,2,8,16M,ior_rw_n-2_ppn-8_tx-16M_1782551836.csv,181.9970494140625
read,143040.7883,9001.19,0.0562,131072.0,16384.0,0.0062,0.4551,0.0051,0.4582,16,6,2,8,16M,ior_rw_n-2_ppn-8_tx-16M_1782551836.csv,139.68826982421874
write,187667.1197,11838.731,0.0421,131072.0,16384.0,0.0063,0.346,0.009,0.3492,16,7,2,8,16M,ior_rw_n-2_ppn-8_tx-16M_1782551836.csv,183.26867158203126
read,142953.4545,8996.7638,0.0563,131072.0,16384.0,0.0062,0.4553,0.0048,0.4584,16,7,2,8,16M,ior_rw_n-2_ppn-8_tx-16M_1782551836.csv,139.60298291015624
write,187927.0621,11851.921,0.0427,131072.0,16384.0,0.0061,0.3456,0.0047,0.3487,16,8,2,8,16M,ior_rw_n-2_ppn-8_tx-16M_1782551836.csv,183.52252158203126
read,142319.1482,8954.8632,0.056,131072.0,16384.0,0.006,0.4574,0.0096,0.4605,16,8,2,8,16M,ior_rw_n-2_ppn-8_tx-16M_1782551836.csv,138.9835431640625
write,187334.583,11815.1359,0.0429,131072.0,16384.0,0.0062,0.3467,0.0057,0.3498,16,9,2,8,16M,ior_rw_n-2_ppn-8_tx-16M_1782551836.csv,182.9439287109375
read,143128.8998,9006.7536,0.056,131072.0,16384.0,0.0061,0.4548,0.0069,0.4579,16,9,2,8,16M,ior_rw_n-2_ppn-8_tx-16M_1782551836.csv,139.7743162109375
write,47933.4484,24031.5114,0.0212,131072.0,2048.0,0.007,1.3635,0.0255,1.3672,16,0,2,8,2M,ior_rw_n-2_ppn-8_tx-2M_1782551788.csv,46.810008203125
read,23863.6141,11946.7505,0.0426,131072.0,2048.0,0.0068,2.7428,0.0218,2.7463,16,0,2,8,2M,ior_rw_n-2_ppn-8_tx-2M_1782551788.csv,23.30431064453125
write,49183.6991,24654.2395,0.0207,131072.0,2048.0,0.0066,1.3291,0.0177,1.3325,16,1,2,8,2M,ior_rw_n-2_ppn-8_tx-2M_1782551788.csv,48.03095615234375
read,23946.3985,11987.7332,0.0424,131072.0,2048.0,0.0066,2.7335,0.0199,2.7368,16,1,2,8,2M,ior_rw_n-2_ppn-8_tx-2M_1782551788.csv,23.38515478515625
write,49786.3772,24953.7929,0.0204,131072.0,2048.0,0.0062,1.3131,0.0114,1.3163,16,2,2,8,2M,ior_rw_n-2_ppn-8_tx-2M_1782551788.csv,48.619508984375
read,23911.4403,11969.4558,0.0427,131072.0,2048.0,0.0063,2.7376,0.0173,2.7408,16,2,2,8,2M,ior_rw_n-2_ppn-8_tx-2M_1782551788.csv,23.35101591796875
write,49994.0084,25059.7468,0.0204,131072.0,2048.0,0.0064,1.3076,0.0074,1.3109,16,3,2,8,2M,ior_rw_n-2_ppn-8_tx-2M_1782551788.csv,48.822273828125
read,23941.2886,11984.7686,0.0424,131072.0,2048.0,0.0063,2.7341,0.0193,2.7374,16,3,2,8,2M,ior_rw_n-2_ppn-8_tx-2M_1782551788.csv,23.3801646484375
write,50232.5534,25179.754,0.0203,131072.0,2048.0,0.0064,1.3014,0.0059,1.3047,16,4,2,8,2M,ior_rw_n-2_ppn-8_tx-2M_1782551788.csv,49.0552279296875
read,23920.7354,11974.4239,0.0425,131072.0,2048.0,0.0063,2.7365,0.0255,2.7397,16,4,2,8,2M,ior_rw_n-2_ppn-8_tx-2M_1782551788.csv,23.3600931640625
write,50274.1353,25199.7169,0.0202,131072.0,2048.0,0.0063,1.3003,0.0064,1.3036,16,5,2,8,2M,ior_rw_n-2_ppn-8_tx-2M_1782551788.csv,49.09583525390625
read,23973.0618,12000.5345,0.0424,131072.0,2048.0,0.0063,2.7305,0.0189,2.7337,16,5,2,8,2M,ior_rw_n-2_ppn-8_tx-2M_1782551788.csv,23.4111931640625
write,50373.3973,25247.875,0.0202,131072.0,2048.0,0.0062,1.2979,0.007,1.301,16,6,2,8,2M,ior_rw_n-2_ppn-8_tx-2M_1782551788.csv,49.19277080078125
read,23989.5002,12008.4246,0.0424,131072.0,2048.0,0.0061,2.7288,0.0233,2.7319,16,6,2,8,2M,ior_rw_n-2_ppn-8_tx-2M_1782551788.csv,23.4272462890625
write,49670.2341,24895.592,0.0205,131072.0,2048.0,0.0062,1.3162,0.0117,1.3194,16,7,2,8,2M,ior_rw_n-2_ppn-8_tx-2M_1782551788.csv,48.50608798828125
read,24050.9591,12039.45,0.0423,131072.0,2048.0,0.0061,2.7217,0.0122,2.7249,16,7,2,8,2M,ior_rw_n-2_ppn-8_tx-2M_1782551788.csv,23.48726474609375
write,50350.9199,25243.3954,0.0202,131072.0,2048.0,0.0068,1.2981,0.0085,1.3016,16,8,2,8,2M,ior_rw_n-2_ppn-8_tx-2M_1782551788.csv,49.17082021484375
read,24050.0837,12039.9636,0.0422,131072.0,2048.0,0.0067,2.7216,0.0197,2.725,16,8,2,8,2M,ior_rw_n-2_ppn-8_tx-2M_1782551788.csv,23.48640986328125
write,50492.4015,25310.4725,0.0202,131072.0,2048.0,0.0064,1.2946,0.0054,1.2979,16,9,2,8,2M,ior_rw_n-2_ppn-8_tx-2M_1782551788.csv,49.30898583984375
read,23948.7081,11988.2727,0.0425,131072.0,2048.0,0.0062,2.7333,0.017,2.7365,16,9,2,8,2M,ior_rw_n-2_ppn-8_tx-2M_1782551788.csv,23.38741025390625
write,2795293.629,175599.9366,0.0904,131072.0,16384.0,0.0088,0.7464,0.0532,0.7502,512,0,32,16,16M,ior_rw_n-32_ppn-16_tx-16M_1782549152.csv,2729.7789345703127
read,2525864.4295,158542.324,0.0996,131072.0,16384.0,0.007,0.8267,0.0491,0.8303,512,0,32,16,16M,ior_rw_n-32_ppn-16_tx-16M_1782549152.csv,2466.664481933594
write,2778837.4063,174473.7008,0.0896,131072.0,16384.0,0.0066,0.7512,0.0577,0.7547,512,1,32,16,16M,ior_rw_n-32_ppn-16_tx-16M_1782549152.csv,2713.7084045898437
read,2558875.335,160569.0448,0.0981,131072.0,16384.0,0.0065,0.8163,0.0474,0.8196,512,1,32,16,16M,ior_rw_n-32_ppn-16_tx-16M_1782549152.csv,2498.9016943359375
write,2848315.2252,178807.7896,0.0886,131072.0,16384.0,0.0063,0.733,0.0443,0.7363,512,2,32,16,16M,ior_rw_n-32_ppn-16_tx-16M_1782549152.csv,2781.557837109375
read,2580411.2662,161907.6045,0.0991,131072.0,16384.0,0.0063,0.8095,0.042,0.8127,512,2,32,16,16M,ior_rw_n-32_ppn-16_tx-16M_1782549152.csv,2519.9328771484375
write,2853788.6831,179225.1082,0.0884,131072.0,16384.0,0.0069,0.7313,0.0442,0.7349,512,3,32,16,16M,ior_rw_n-32_ppn-16_tx-16M_1782549152.csv,2786.903010839844
read,2562116.8472,160813.8966,0.0989,131072.0,16384.0,0.0069,0.8151,0.0506,0.8185,512,3,32,16,16M,ior_rw_n-32_ppn-16_tx-16M_1782549152.csv,2502.06723359375
write,2833966.326,177925.5009,0.089,131072.0,16384.0,0.0065,0.7367,0.0476,0.74,512,4,32,16,16M,ior_rw_n-32_ppn-16_tx-16M_1782549152.csv,2767.545240234375
read,2579069.0709,161841.2568,0.0976,131072.0,16384.0,0.0064,0.8099,0.0479,0.8131,512,4,32,16,16M,ior_rw_n-32_ppn-16_tx-16M_1782549152.csv,2518.6221395507814
write,2713523.6139,170307.8594,0.0898,131072.0,16384.0,0.0063,0.7696,0.0604,0.7729,512,5,32,16,16M,ior_rw_n-32_ppn-16_tx-16M_1782549152.csv,2649.925404199219
read,2578979.8425,161816.2952,0.0987,131072.0,16384.0,0.0062,0.81,0.0553,0.8132,512,5,32,16,16M,ior_rw_n-32_ppn-16_tx-16M_1782549152.csv,2518.535002441406
write,2798859.4107,175701.1798,0.0904,131072.0,16384.0,0.0078,0.746,0.0515,0.7493,512,6,32,16,16M,ior_rw_n-32_ppn-16_tx-16M_1782549152.csv,2733.2611432617186
read,2580807.988,161942.2298,0.0992,131072.0,16384.0,0.0064,0.8094,0.0427,0.8126,512,6,32,16,16M,ior_rw_n-32_ppn-16_tx-16M_1782549152.csv,2520.32030078125
write,2810178.8426,176450.2513,0.0903,131072.0,16384.0,0.0067,0.7428,0.0444,0.7463,512,7,32,16,16M,ior_rw_n-32_ppn-16_tx-16M_1782549152.csv,2744.3152759765626
read,2580468.7985,161950.483,0.0984,131072.0,16384.0,0.0066,0.8093,0.041,0.8127,512,7,32,16,16M,ior_rw_n-32_ppn-16_tx-16M_1782549152.csv,2519.9890610351563
write,2840538.2182,178345.7649,0.0892,131072.0,16384.0,0.0066,0.7349,0.0461,0.7383,512,8,32,16,16M,ior_rw_n-32_ppn-16_tx-16M_1782549152.csv,2773.9631037109375
read,2578752.2625,161829.2514,0.0985,131072.0,16384.0,0.0065,0.8099,0.0444,0.8132,512,8,32,16,16M,ior_rw_n-32_ppn-16_tx-16M_1782549152.csv,2518.3127563476564
write,2773523.2303,174104.0471,0.0892,131072.0,16384.0,0.0064,0.7528,0.0633,0.7561,512,9,32,16,16M,ior_rw_n-32_ppn-16_tx-16M_1782549152.csv,2708.5187795898437
read,2588401.7001,162424.6573,0.0971,131072.0,16384.0,0.0064,0.807,0.0501,0.8102,512,9,32,16,16M,ior_rw_n-32_ppn-16_tx-16M_1782549152.csv,2527.7360352539063
write,1420890.393,712207.0332,0.0226,131072.0,2048.0,0.0082,1.4723,0.0576,1.4759,512,0,32,16,2M,ior_rw_n-32_ppn-16_tx-2M_1782549102.csv,1387.5882744140624
read,764226.9979,382587.1045,0.0422,131072.0,2048.0,0.0067,2.7408,0.0606,2.7441,512,0,32,16,2M,ior_rw_n-32_ppn-16_tx-2M_1782549102.csv,746.3154276367187
write,1454776.6269,728974.0952,0.0221,131072.0,2048.0,0.0061,1.4384,0.0489,1.4416,512,1,32,16,2M,ior_rw_n-32_ppn-16_tx-2M_1782549102.csv,1420.6802997070313
read,759558.1054,380202.4761,0.0425,131072.0,2048.0,0.0075,2.7579,0.0528,2.761,512,1,32,16,2M,ior_rw_n-32_ppn-16_tx-2M_1782549102.csv,741.7559623046875
write,1237193.4771,619834.1899,0.026,131072.0,2048.0,0.0066,1.6917,0.0583,1.6951,512,2,32,16,2M,ior_rw_n-32_ppn-16_tx-2M_1782549102.csv,1208.1967549804688
read,775613.5621,388284.5694,0.0417,131072.0,2048.0,0.0066,2.7005,0.0556,2.7039,512,2,32,16,2M,ior_rw_n-32_ppn-16_tx-2M_1782549102.csv,757.4351192382812
write,1460102.0902,731742.082,0.0219,131072.0,2048.0,0.0065,1.433,0.0443,1.4363,512,3,32,16,2M,ior_rw_n-32_ppn-16_tx-2M_1782549102.csv,1425.8809474609375
read,766146.4593,383531.6923,0.0421,131072.0,2048.0,0.0065,2.734,0.0539,2.7373,512,3,32,16,2M,ior_rw_n-32_ppn-16_tx-2M_1782549102.csv,748.1899016601562
write,1465740.4331,734542.3332,0.022,131072.0,2048.0,0.0063,1.4275,0.0381,1.4308,512,4,32,16,2M,ior_rw_n-32_ppn-16_tx-2M_1782549102.csv,1431.3871416992188
read,765571.1284,383234.9226,0.0426,131072.0,2048.0,0.0063,2.7361,0.044,2.7393,512,4,32,16,2M,ior_rw_n-32_ppn-16_tx-2M_1782549102.csv,747.628055078125
write,1466505.072,734929.4699,0.0219,131072.0,2048.0,0.0063,1.4268,0.0392,1.43,512,5,32,16,2M,ior_rw_n-32_ppn-16_tx-2M_1782549102.csv,1432.133859375
read,766474.3201,383689.1532,0.0421,131072.0,2048.0,0.0063,2.7329,0.0598,2.7361,512,5,32,16,2M,ior_rw_n-32_ppn-16_tx-2M_1782549102.csv,748.5100782226563
write,1461949.5783,732654.6123,0.0218,131072.0,2048.0,0.0064,1.4312,0.0386,1.4345,512,6,32,16,2M,ior_rw_n-32_ppn-16_tx-2M_1782549102.csv,1427.6851350585937
read,778569.9233,389751.0309,0.0418,131072.0,2048.0,0.0063,2.6904,0.0561,2.6936,512,6,32,16,2M,ior_rw_n-32_ppn-16_tx-2M_1782549102.csv,760.3221907226563
write,1462951.1088,733072.5066,0.0221,131072.0,2048.0,0.0064,1.4304,0.0427,1.4335,512,7,32,16,2M,ior_rw_n-32_ppn-16_tx-2M_1782549102.csv,1428.6631921875
read,765448.7454,383157.0633,0.0422,131072.0,2048.0,0.0061,2.7367,0.0542,2.7398,512,7,32,16,2M,ior_rw_n-32_ppn-16_tx-2M_1782549102.csv,747.5085404296875
write,1470658.6181,737000.3283,0.0219,131072.0,2048.0,0.0063,1.4228,0.035,1.426,512,8,32,16,2M,ior_rw_n-32_ppn-16_tx-2M_1782549102.csv,1436.1900567382813
read,767912.1759,384404.1014,0.042,131072.0,2048.0,0.0062,2.7278,0.0502,2.731,512,8,32,16,2M,ior_rw_n-32_ppn-16_tx-2M_1782549102.csv,749.9142342773438
write,1470421.6221,736901.91,0.0219,131072.0,2048.0,0.0064,1.423,0.0349,1.4262,512,9,32,16,2M,ior_rw_n-32_ppn-16_tx-2M_1782549102.csv,1435.9586153320313
read,763705.9963,382299.9026,0.0423,131072.0,2048.0,0.0063,2.7428,0.0521,2.746,512,9,32,16,2M,ior_rw_n-32_ppn-16_tx-2M_1782549102.csv,745.8066370117187
write,3227569.3083,202297.0226,0.1566,131072.0,16384.0,0.0086,1.2958,0.0749,1.2995,1024,0,32,32,16M,ior_rw_n-32_ppn-32_tx-16M_1782549227.csv,3151.923152636719
read,3014622.1068,188880.8712,0.1682,131072.0,16384.0,0.0068,1.3879,0.0691,1.3913,1024,0,32,32,16M,ior_rw_n-32_ppn-32_tx-16M_1782549227.csv,2943.966901171875
write,3252449.9042,203835.445,0.1581,131072.0,16384.0,0.007,1.2861,0.0743,1.2896,1024,1,32,32,16M,ior_rw_n-32_ppn-32_tx-16M_1782549227.csv,3176.2206095703127
read,3002337.2389,188096.0379,0.1697,131072.0,16384.0,0.0067,1.3937,0.0737,1.397,1024,1,32,32,16M,ior_rw_n-32_ppn-32_tx-16M_1782549227.csv,2931.9699598632815
write,3229043.249,202346.2397,0.1576,131072.0,16384.0,0.0081,1.2955,0.081,1.2989,1024,2,32,32,16M,ior_rw_n-32_ppn-32_tx-16M_1782549227.csv,3153.3625478515623
read,3017732.6015,189060.702,0.1695,131072.0,16384.0,0.0067,1.3866,0.0645,1.3899,1024,2,32,32,16M,ior_rw_n-32_ppn-32_tx-16M_1782549227.csv,2947.0044936523436
write,3273214.5232,205096.1093,0.157,131072.0,16384.0,0.0064,1.2782,0.0632,1.2814,1024,3,32,32,16M,ior_rw_n-32_ppn-32_tx-16M_1782549227.csv,3196.4985578125
read,3011425.2259,188642.8799,0.1699,131072.0,16384.0,0.0064,1.3896,0.0707,1.3928,1024,3,32,32,16M,ior_rw_n-32_ppn-32_tx-16M_1782549227.csv,2940.8449471679687
write,3229970.483,202421.8618,0.1589,131072.0,16384.0,0.007,1.295,0.0753,1.2986,1024,4,32,32,16M,ior_rw_n-32_ppn-32_tx-16M_1782549227.csv,3154.2680498046875
read,3020172.7352,189228.9553,0.1688,131072.0,16384.0,0.0068,1.3853,0.064,1.3888,1024,4,32,32,16M,ior_rw_n-32_ppn-32_tx-16M_1782549227.csv,2949.38743671875
write,3274732.8966,205174.6052,0.1584,131072.0,16384.0,0.0062,1.2777,0.0593,1.2808,1024,5,32,32,16M,ior_rw_n-32_ppn-32_tx-16M_1782549227.csv,3197.9813443359376
read,3023209.4941,189371.6729,0.1711,131072.0,16384.0,0.0061,1.3843,0.0691,1.3874,1024,5,32,32,16M,ior_rw_n-32_ppn-32_tx-16M_1782549227.csv,2952.353021582031
write,3229375.7826,202323.4524,0.1564,131072.0,16384.0,0.0062,1.2957,0.0742,1.2988,1024,6,32,32,16M,ior_rw_n-32_ppn-32_tx-16M_1782549227.csv,3153.6872876953125
read,3030682.2399,189835.2013,0.169,131072.0,16384.0,0.006,1.3809,0.061,1.3839,1024,6,32,32,16M,ior_rw_n-32_ppn-32_tx-16M_1782549227.csv,2959.6506249023437
write,3257754.9181,204130.8116,0.1572,131072.0,16384.0,0.0065,1.2842,0.0788,1.2875,1024,7,32,32,16M,ior_rw_n-32_ppn-32_tx-16M_1782549227.csv,3181.401287207031
read,2989504.2262,187275.2661,0.171,131072.0,16384.0,0.0063,1.3998,0.0671,1.403,1024,7,32,32,16M,ior_rw_n-32_ppn-32_tx-16M_1782549227.csv,2919.4377208984374
write,3221543.0252,201868.8187,0.1577,131072.0,16384.0,0.0079,1.2986,0.0759,1.302,1024,8,32,32,16M,ior_rw_n-32_ppn-32_tx-16M_1782549227.csv,3146.038110546875
read,2987683.078,187161.7469,0.1732,131072.0,16384.0,0.0064,1.4006,0.0798,1.4039,1024,8,32,32,16M,ior_rw_n-32_ppn-32_tx-16M_1782549227.csv,2917.659255859375
write,2800018.0879,175389.0426,0.1651,131072.0,16384.0,0.0065,1.4946,0.2867,1.498,1024,9,32,32,16M,ior_rw_n-32_ppn-32_tx-16M_1782549227.csv,2734.392663964844
read,2986230.0881,187061.7307,0.1724,131072.0,16384.0,0.0063,1.4014,0.0617,1.4045,1024,9,32,32,16M,ior_rw_n-32_ppn-32_tx-16M_1782549227.csv,2916.240320410156
write,2491984.3638,1248788.708,0.0256,131072.0,2048.0,0.0072,1.6793,0.0736,1.6831,1024,0,32,32,2M,ior_rw_n-32_ppn-32_tx-2M_1782549176.csv,2433.5784802734374
read,1716573.7625,859499.4223,0.0374,131072.0,2048.0,0.0068,2.44,0.0564,2.4434,1024,0,32,32,2M,ior_rw_n-32_ppn-32_tx-2M_1782549176.csv,1676.3415649414062
write,2493817.4118,1249389.8383,0.0258,131072.0,2048.0,0.0065,1.6785,0.0727,1.6819,1024,1,32,32,2M,ior_rw_n-32_ppn-32_tx-2M_1782549176.csv,2435.3685662109374
read,1676515.1082,839358.6953,0.0385,131072.0,2048.0,0.0075,2.4985,0.0549,2.5018,1024,1,32,32,2M,ior_rw_n-32_ppn-32_tx-2M_1782549176.csv,1637.2217853515624
write,2444357.2854,1224597.1892,0.0263,131072.0,2048.0,0.0081,1.7125,0.0638,1.7159,1024,2,32,32,2M,ior_rw_n-32_ppn-32_tx-2M_1782549176.csv,2387.0676615234374
read,1730525.4541,866453.164,0.0373,131072.0,2048.0,0.0067,2.4204,0.0496,2.4237,1024,2,32,32,2M,ior_rw_n-32_ppn-32_tx-2M_1782549176.csv,1689.9662637695312
write,2509607.2267,1257299.5821,0.0257,131072.0,2048.0,0.0065,1.668,0.0573,1.6713,1024,3,32,32,2M,ior_rw_n-32_ppn-32_tx-2M_1782549176.csv,2450.7883073242187
read,1723176.1354,862741.4981,0.0376,131072.0,2048.0,0.0065,2.4308,0.0569,2.4341,1024,3,32,32,2M,ior_rw_n-32_ppn-32_tx-2M_1782549176.csv,1682.7891947265625
write,2506588.2085,1255751.0781,0.0253,131072.0,2048.0,0.0064,1.67,0.0603,1.6733,1024,4,32,32,2M,ior_rw_n-32_ppn-32_tx-2M_1782549176.csv,2447.8400473632814
read,1728329.0436,865314.5652,0.0373,131072.0,2048.0,0.0063,2.4236,0.0488,2.4268,1024,4,32,32,2M,ior_rw_n-32_ppn-32_tx-2M_1782549176.csv,1687.821331640625
write,2512016.7781,1258494.933,0.0254,131072.0,2048.0,0.0064,1.6664,0.0604,1.6697,1024,5,32,32,2M,ior_rw_n-32_ppn-32_tx-2M_1782549176.csv,2453.1413848632815
read,1727470.6309,864883.3656,0.0376,131072.0,2048.0,0.0063,2.4248,0.0456,2.428,1024,5,32,32,2M,ior_rw_n-32_ppn-32_tx-2M_1782549176.csv,1686.9830379882812
write,2496043.7224,1250356.6908,0.0258,131072.0,2048.0,0.0061,1.6772,0.0649,1.6804,1024,6,32,32,2M,ior_rw_n-32_ppn-32_tx-2M_1782549176.csv,2437.54269765625
read,1726243.5548,864259.2796,0.0375,131072.0,2048.0,0.0062,2.4265,0.0481,2.4297,1024,6,32,32,2M,ior_rw_n-32_ppn-32_tx-2M_1782549176.csv,1685.784721484375
write,2478578.0456,1241777.9348,0.0255,131072.0,2048.0,0.0066,1.6888,0.086,1.6922,1024,7,32,32,2M,ior_rw_n-32_ppn-32_tx-2M_1782549176.csv,2420.48637265625
read,1713095.729,857715.4297,0.0377,131072.0,2048.0,0.0066,2.445,0.0473,2.4484,1024,7,32,32,2M,ior_rw_n-32_ppn-32_tx-2M_1782549176.csv,1672.9450478515625
write,2044521.8092,1023804.4855,0.0295,131072.0,2048.0,0.006,2.0484,0.3716,2.0515,1024,8,32,32,2M,ior_rw_n-32_ppn-32_tx-2M_1782549176.csv,1996.603329296875
read,1653307.557,827652.4279,0.0389,131072.0,2048.0,0.006,2.5339,0.0657,2.5369,1024,8,32,32,2M,ior_rw_n-32_ppn-32_tx-2M_1782549176.csv,1614.5581611328125
write,2513186.3092,1259213.4154,0.0256,131072.0,2048.0,0.0082,1.6654,0.0578,1.6689,1024,9,32,32,2M,ior_rw_n-32_ppn-32_tx-2M_1782549176.csv,2454.283505078125
read,1728792.8869,865582.7076,0.0375,131072.0,2048.0,0.0065,2.4228,0.0517,2.4261,1024,9,32,32,2M,ior_rw_n-32_ppn-32_tx-2M_1782549176.csv,1688.2743036132813
write,3005269.4232,188156.9385,0.2549,131072.0,16384.0,0.0073,2.0898,0.2446,2.0935,1536,0,32,48,16M,ior_rw_n-32_ppn-48_tx-16M_1782549327.csv,2934.83342109375
read,3197877.6858,200215.6785,0.243,131072.0,16384.0,0.0083,1.964,0.0841,1.9674,1536,0,32,48,16M,ior_rw_n-32_ppn-48_tx-16M_1782549327.csv,3122.9274275390626
write,3350386.2993,209790.4003,0.2267,131072.0,16384.0,0.0071,1.8743,0.1127,1.8778,1536,1,32,48,16M,ior_rw_n-32_ppn-48_tx-16M_1782549327.csv,3271.8616204101563
read,3214280.5543,201251.0737,0.2378,131072.0,16384.0,0.0071,1.9539,0.0869,1.9573,1536,1,32,48,16M,ior_rw_n-32_ppn-48_tx-16M_1782549327.csv,3138.9458538085937
write,3400239.4454,212932.9176,0.2258,131072.0,16384.0,0.0073,1.8467,0.0986,1.8503,1536,2,32,48,16M,ior_rw_n-32_ppn-48_tx-16M_1782549327.csv,3320.5463333984376
read,3210219.7321,200998.6198,0.2425,131072.0,16384.0,0.0071,1.9563,0.0745,1.9598,1536,2,32,48,16M,ior_rw_n-32_ppn-48_tx-16M_1782549327.csv,3134.9802071289064
write,3266008.2984,204507.822,0.2364,131072.0,16384.0,0.0072,1.9227,0.1714,1.9263,1536,3,32,48,16M,ior_rw_n-32_ppn-48_tx-16M_1782549327.csv,3189.46122890625
